메뉴 이름,방법 분류,국가 분류,테마 분류,주재료 이름,features
레이즌쇼콜라케이크,빵 과자,서양,간식,밀가루(박력분) 20g 생크림 60g 초콜릿(다크초콜릿) 70g,레이즌쇼콜라케이크 빵 과자 서양 간식 밀가루(박력분) 20g 생크림 60g 초콜릿(다크초콜릿) 70g
레이즌초코쿠키,빵 과자,서양,간식,밀가루(박력분) 230g 다크초콜릿(커버춰) 140g,레이즌초코쿠키 빵 과자 서양 간식 밀가루(박력분) 230g 다크초콜릿(커버춰) 140g
레이즌초코휘낭시에,빵 과자,서양,간식,버터 70g 설탕 40g,레이즌초코휘낭시에 빵 과자 서양 간식 버터 70g 설탕 40g
레이즌컵코블러,빵 과자,서양,간식,사과 2개 밀가루(중력분) 200g,레이즌컵코블러 빵 과자 서양 간식 사과 2개 밀가루(중력분) 200g
레이즌크리스탈쿠키,빵 과자,서양,간식,밀가루(박력분) 130g 사탕(색깔별로 100g씩) 100g,레이즌크리스탈쿠키 빵 과자 서양 간식 밀가루(박력분) 130g 사탕(색깔별로 100g씩) 100g
레이즌크림치즈푸루따,빵 과자,서양,간식,[비스퀴] 밀가루(박력분) 40g,레이즌크림치즈푸루따 빵 과자 서양 간식 [비스퀴] 밀가루(박력분) 40g
링도넛,빵 과자,서양,간식,밀가루(박력분) 300g 설탕 120g 계란 2개 버터 65g 베이킹파우더 1작은술 분유 2작은술 소금 1/2작은술 바닐라향 1/2작은술,링도넛 빵 과자 서양 간식 밀가루(박력분) 300g 설탕 120g 계란 2개 버터 65g 베이킹파우더 1작은술 분유 2작은술 소금 1/2작은술 바닐라향 1/2작은술
마늘버터빵,빵 과자,서양,간식,바게트빵 8쪽,마늘버터빵 빵 과자 서양 간식 바게트빵 8쪽
마늘빵,빵 과자,서양,간식,바게트 1개,마늘빵 빵 과자 서양 간식 바게트 1개
모양쿠키,빵 과자,서양,간식,박력분 2컵,모양쿠키 빵 과자 서양 간식 박력분 2컵
모양쿠키,빵 과자,서양,간식,박력분 700g,모양쿠키 빵 과자 서양 간식 박력분 700g
바나나머핀,빵 과자,서양,간식,박력분 500g 바나나 500g,바나나머핀 빵 과자 서양 간식 박력분 500g 바나나 500g
바나나스프레드토스트,빵 과자,서양,간식,바나나 2개 식빵 3개,바나나스프레드토스트 빵 과자 서양 간식 바나나 2개 식빵 3개
브라우니,빵 과자,서양,간식,다크초콜릿 100g 버터 100g 코코아가루 30g 밀가루(박력분) 50g,브라우니 빵 과자 서양 간식 다크초콜릿 100g 버터 100g 코코아가루 30g 밀가루(박력분) 50g
산초포카시아,빵 과자,서양,간식,강력분 100g 박력분 100g,산초포카시아 빵 과자 서양 간식 강력분 100g 박력분 100g
소보로빵,빵 과자,서양,간식,강력분 500g,소보로빵 빵 과자 서양 간식 강력분 500g
쇼콜라프로마쥬,빵 과자,서양,간식,크림치즈 1000g 사워크림 114g 초코비스킷가루 360g 초콜릿 약간,쇼콜라프로마쥬 빵 과자 서양 간식 크림치즈 1000g 사워크림 114g 초코비스킷가루 360g 초콜릿 약간
시가렛쿠키,빵 과자,서양,간식,중력분 100g,시가렛쿠키 빵 과자 서양 간식 중력분 100g
쑥브리오슈,빵 과자,서양,간식,밀가루(강력분) 500g 설탕 75g 쑥(가루) 10g,쑥브리오슈 빵 과자 서양 간식 밀가루(강력분) 500g 설탕 75g 쑥(가루) 10g
애플파이,빵 과자,서양,간식,밀가루(박력분) 250g 버터 130g 사과 2개,애플파이 빵 과자 서양 간식 밀가루(박력분) 250g 버터 130g 사과 2개
우유식빵,빵 과자,서양,간식,밀가루(강력분) 500g 우유 360g 버터 10g 쇼트닝 10g,우유식빵 빵 과자 서양 간식 밀가루(강력분) 500g 우유 360g 버터 10g 쇼트닝 10g
잉글리쉬머핀,빵 과자,서양,간식,밀가루(강력분) 150g 드라이이스트 2g,잉글리쉬머핀 빵 과자 서양 간식 밀가루(강력분) 150g 드라이이스트 2g
채소모닝빵,빵 과자,서양,간식,강력분 340g 양파(다진것) 50g 당근(다진것) 30g 햄 30g,채소모닝빵 빵 과자 서양 간식 강력분 340g 양파(다진것) 50g 당근(다진것) 30g 햄 30g
초코머핀,빵 과자,서양,간식,다크초콜릿(커버쳐) 120g 밀가루(박력분) 120g,초코머핀 빵 과자 서양 간식 다크초콜릿(커버쳐) 120g 밀가루(박력분) 120g
초코스콘,빵 과자,서양,간식,플레인요구르트 1개 박력분 200g 초콜릿(다진것) 60g,초코스콘 빵 과자 서양 간식 플레인요구르트 1개 박력분 200g 초콜릿(다진것) 60g
초코칩쿠키,빵 과자,서양,간식,중력분 300g 초코칩 105g,초코칩쿠키 빵 과자 서양 간식 중력분 300g 초코칩 105g
초콜릿퐁듀,빵 과자,서양,간식,다크초콜릿 500g 생크림 100g 기타 제철과일 적당량,초콜릿퐁듀 빵 과자 서양 간식 다크초콜릿 500g 생크림 100g 기타 제철과일 적당량
쵸코칩쿠키,빵 과자,서양,간식,박력분 200g 쵸코칩 100g,쵸코칩쿠키 빵 과자 서양 간식 박력분 200g 쵸코칩 100g
치즈카나페,빵 과자,서양,간식,무설탕크래커 10개 슬라이스 치즈 4장,치즈카나페 빵 과자 서양 간식 무설탕크래커 10개 슬라이스 치즈 4장
콘컵케이크,빵 과자,서양,간식,스위트콘 1캔 계란 2개 우유 60g,콘컵케이크 빵 과자 서양 간식 스위트콘 1캔 계란 2개 우유 60g
크레이프쌈,빵 과자,서양,간식,계란 1개 밀가루(박력분) 60g 우유 70cc,크레이프쌈 빵 과자 서양 간식 계란 1개 밀가루(박력분) 60g 우유 70cc
크리스마스빵,빵 과자,서양,간식,밀가루(강력분) 200g 물 90g 설탕 30g 버터 36g 소금 3.6g 분유 6g 계란 30g 이스트 10g 개량제 2g,크리스마스빵 빵 과자 서양 간식 밀가루(강력분) 200g 물 90g 설탕 30g 버터 36g 소금 3.6g 분유 6g 계란 30g 이스트 10g 개량제 2g
파인애플머핀,빵 과자,서양,간식,밀가루(박력분) 100g 버터 60g 요플레 70g 파인애플(통조림) 40~50g,파인애플머핀 빵 과자 서양 간식 밀가루(박력분) 100g 버터 60g 요플레 70g 파인애플(통조림) 40~50g
피칸파이,빵 과자,서양,간식,[반죽용] 밀가루(박력분) 200g,피칸파이 빵 과자 서양 간식 [반죽용] 밀가루(박력분) 200g
핫케이크,빵 과자,서양,간식,박력분 100g 계란 2개,핫케이크 빵 과자 서양 간식 박력분 100g 계란 2개
호박빵,빵 과자,서양,간식,호박 700g 밀가루(강력분) 430g 밀가루(박력분) 80g,호박빵 빵 과자 서양 간식 호박 700g 밀가루(강력분) 430g 밀가루(박력분) 80g
호일초콜릿,빵 과자,서양,간식,밀크초콜릿(커버쳐) 80g 화이트초콜릿(커버쳐) 80g 다크초콜릿(커버쳐) 80g,호일초콜릿 빵 과자 서양 간식 밀크초콜릿(커버쳐) 80g 화이트초콜릿(커버쳐) 80g 다크초콜릿(커버쳐) 80g
까페라떼,음료,서양,간식,에스프레소 2샷 우유 2컵,까페라떼 음료 서양 간식 에스프레소 2샷 우유 2컵
딸기스무디,음료,서양,간식,딸기(냉동딸기) 200g 요구르트 200g,딸기스무디 음료 서양 간식 딸기(냉동딸기) 200g 요구르트 200g
딸기스무디,음료,서양,간식,딸기 100g 레몬 1/2개,딸기스무디 음료 서양 간식 딸기 100g 레몬 1/2개
레몬에이드,음료,서양,간식,레몬 4개,레몬에이드 음료 서양 간식 레몬 4개
롱아일랜드아이스티,음료,서양,간식,럼주 30ml 보드카 30ml 드라이진 30ml 트리플색 15ml 데킬라 30ml,롱아일랜드아이스티 음료 서양 간식 럼주 30ml 보드카 30ml 드라이진 30ml 트리플색 15ml 데킬라 30ml
모스코바뮬,음료,서양,간식,보드카 60ml 진저비어 약간,모스코바뮬 음료 서양 간식 보드카 60ml 진저비어 약간
발효초요구르트,음료,서양,간식,플레인요구르트 4개 발효초 10큰술,발효초요구르트 음료 서양 간식 플레인요구르트 4개 발효초 10큰술
아메리카노,음료,서양,간식,보드카 60ml 캄파리 60ml 스위트버무스 60ml 진저비어 약간 소다수 약간,아메리카노 음료 서양 간식 보드카 60ml 캄파리 60ml 스위트버무스 60ml 진저비어 약간 소다수 약간
아이스커피,음료,서양,간식,원두커피(가루) 30g 물(뜨거운것) 90g,아이스커피 음료 서양 간식 원두커피(가루) 30g 물(뜨거운것) 90g
아이스후르츠소다,음료,서양,간식,수박 1/4개 키위 4개 오렌지 2개 레몬 2개,아이스후르츠소다 음료 서양 간식 수박 1/4개 키위 4개 오렌지 2개 레몬 2개
카페라떼,음료,서양,간식,커피추출액 1/2컵 우유 1/2컵,카페라떼 음료 서양 간식 커피추출액 1/2컵 우유 1/2컵
키위주스,음료,서양,간식,키위 2개 우유 1개,키위주스 음료 서양 간식 키위 2개 우유 1개
토마토주스,음료,서양,간식,토마토 2개,토마토주스 음료 서양 간식 토마토 2개
플랜터즈,음료,서양,간식,자마이카럼 100ml 라임쥬스 30ml 오렌지주스 30ml 파인애플주스 30ml 그레나딘 약간,플랜터즈 음료 서양 간식 자마이카럼 100ml 라임쥬스 30ml 오렌지주스 30ml 파인애플주스 30ml 그레나딘 약간
해물스파게티,만두 면류,서양,메인요리,스파게티 200g 홍합 100g 오징어 1/2마리 새우 3마리 홀토마토 1/2컵,해물스파게티 만두 면류 서양 메인요리 스파게티 200g 홍합 100g 오징어 1/2마리 새우 3마리 홀토마토 1/2컵
고구마그라탱,그라탕 리조또,서양,메인요리,고구마 2개,고구마그라탱 그라탕 리조또 서양 메인요리 고구마 2개
레이즌파르미자나,그라탕 리조또,서양,메인요리,가지 1개 감자 1개,레이즌파르미자나 그라탕 리조또 서양 메인요리 가지 1개 감자 1개
버섯리조또,그라탕 리조또,서양,메인요리,쌀(불린쌀) 75g 물 1/2컵 우유 1컵,버섯리조또 그라탕 리조또 서양 메인요리 쌀(불린쌀) 75g 물 1/2컵 우유 1컵
계란토스트,샌드위치 햄버거,서양,메인요리,식빵 6장 계란 4개,계란토스트 샌드위치 햄버거 서양 메인요리 식빵 6장 계란 4개
미니식빵튀김,샌드위치 햄버거,서양,메인요리,식빵 4쪽,미니식빵튀김 샌드위치 햄버거 서양 메인요리 식빵 4쪽
베이글치킨샌드위치,샌드위치 햄버거,서양,메인요리,닭안심 200g 베이글 2개,베이글치킨샌드위치 샌드위치 햄버거 서양 메인요리 닭안심 200g 베이글 2개
새우튀김햄버거,샌드위치 햄버거,서양,메인요리,햄버거빵 2개 새우(대하) 4마리,새우튀김햄버거 샌드위치 햄버거 서양 메인요리 햄버거빵 2개 새우(대하) 4마리
스크램블드딸기샌드위치,샌드위치 햄버거,서양,메인요리,식빵 6장 계란 4개 딸기 400g,스크램블드딸기샌드위치 샌드위치 햄버거 서양 메인요리 식빵 6장 계란 4개 딸기 400g
연어오픈샌드위치,샌드위치 햄버거,서양,메인요리,바게트 6쪽 훈제연어 6쪽,연어오픈샌드위치 샌드위치 햄버거 서양 메인요리 바게트 6쪽 훈제연어 6쪽
참치버거,샌드위치 햄버거,서양,메인요리,참치(통조림) 1캔 감자 100g,참치버거 샌드위치 햄버거 서양 메인요리 참치(통조림) 1캔 감자 100g
클럽샌드위치,샌드위치 햄버거,서양,메인요리,식빵 3장,클럽샌드위치 샌드위치 햄버거 서양 메인요리 식빵 3장
터널바게트,샌드위치 햄버거,서양,메인요리,바게트 1개,터널바게트 샌드위치 햄버거 서양 메인요리 바게트 1개
핫도그샌드위치,샌드위치 햄버거,서양,메인요리,핫도그빵 4개,핫도그샌드위치 샌드위치 햄버거 서양 메인요리 핫도그빵 4개
핫샌드위치,샌드위치 햄버거,서양,메인요리,보리빵 1개,핫샌드위치 샌드위치 햄버거 서양 메인요리 보리빵 1개
햄치즈롤샌드위치,샌드위치 햄버거,서양,메인요리,식빵 8쪽 햄 8쪽,햄치즈롤샌드위치 샌드위치 햄버거 서양 메인요리 식빵 8쪽 햄 8쪽
레이즌버섯소테스테이크,볶음,서양,메인요리,쇠고기(등심) 100g 생표고버섯 1개 양송이버섯 3개 느타리버섯 40g 팽이버섯 1/4개,레이즌버섯소테스테이크 볶음 서양 메인요리 쇠고기(등심) 100g 생표고버섯 1개 양송이버섯 3개 느타리버섯 40g 팽이버섯 1/4개
모듬채소볶음,볶음,서양,메인요리,완두콩 3큰술 옥수수 3큰술 당근 1/4개 감자 1/4개 껍질콩 5개,모듬채소볶음 볶음 서양 메인요리 완두콩 3큰술 옥수수 3큰술 당근 1/4개 감자 1/4개 껍질콩 5개
베이비콘채소볶음,볶음,서양,메인요리,베이비콘 1캔,베이비콘채소볶음 볶음 서양 메인요리 베이비콘 1캔
소시지채소케첩볶음,볶음,서양,메인요리,소시지 50g 양파 15g 양송이버섯 2개 피망 15g,소시지채소케첩볶음 볶음 서양 메인요리 소시지 50g 양파 15g 양송이버섯 2개 피망 15g
계란덮밥,밥 죽 스프,일본,메인요리,밥 2공기 계란 3개,계란덮밥 밥 죽 스프 일본 메인요리 밥 2공기 계란 3개
고등어사각스시,밥 죽 스프,일본,메인요리,고등어 250g 초밥 150g 소금 약간,고등어사각스시 밥 죽 스프 일본 메인요리 고등어 250g 초밥 150g 소금 약간
닭고기덮밥,밥 죽 스프,일본,메인요리,닭 50g 계란 1개 밥 1공기 풋고추 1/4개 대파 1/2뿌리,닭고기덮밥 밥 죽 스프 일본 메인요리 닭 50g 계란 1개 밥 1공기 풋고추 1/4개 대파 1/2뿌리
돈가스덮밥,밥 죽 스프,일본,메인요리,돼지고기(안심) 200g,돈가스덮밥 밥 죽 스프 일본 메인요리 돼지고기(안심) 200g
모양초밥,밥 죽 스프,일본,메인요리,밥 1그릇,모양초밥 밥 죽 스프 일본 메인요리 밥 1그릇
삼색덮밥,밥 죽 스프,일본,메인요리,돼지고기 70g 계란 2개 부추 20g 밥 1공기 고춧가루 약간,삼색덮밥 밥 죽 스프 일본 메인요리 돼지고기 70g 계란 2개 부추 20g 밥 1공기 고춧가루 약간
쇠고기버섯덮밥,밥 죽 스프,일본,메인요리,쇠고기(등심) 30g,쇠고기버섯덮밥 밥 죽 스프 일본 메인요리 쇠고기(등심) 30g
연어알초밥,밥 죽 스프,일본,메인요리,연어알 60g 밥 2공기,연어알초밥 밥 죽 스프 일본 메인요리 연어알 60g 밥 2공기
연어오차즈케,밥 죽 스프,일본,메인요리,밥 2공기 연어 100g,연어오차즈케 밥 죽 스프 일본 메인요리 밥 2공기 연어 100g
유부쌈밥,밥 죽 스프,일본,메인요리,유부 8장 밥 1공기 깻잎 4장 깨 2큰술 날치알 50g 미나리 몇줄기 치커리 약간,유부쌈밥 밥 죽 스프 일본 메인요리 유부 8장 밥 1공기 깻잎 4장 깨 2큰술 날치알 50g 미나리 몇줄기 치커리 약간
유부초밥,밥 죽 스프,일본,메인요리,유부 6개 밥 1공기,유부초밥 밥 죽 스프 일본 메인요리 유부 6개 밥 1공기
유부초밥,밥 죽 스프,일본,메인요리,밥 1공기 유부 1봉지 쪽파 1/2뿌리 검은깨 약간,유부초밥 밥 죽 스프 일본 메인요리 밥 1공기 유부 1봉지 쪽파 1/2뿌리 검은깨 약간
장어덮밥,밥 죽 스프,일본,메인요리,장어(민물장어) 1/2마리 밥 1공기,장어덮밥 밥 죽 스프 일본 메인요리 장어(민물장어) 1/2마리 밥 1공기
장어초밥,밥 죽 스프,일본,메인요리,장어(민물장어) 1/2마리 밥 1/2공기,장어초밥 밥 죽 스프 일본 메인요리 장어(민물장어) 1/2마리 밥 1/2공기
채소알밥,밥 죽 스프,일본,메인요리,쌀 2컵 날치알 100g,채소알밥 밥 죽 스프 일본 메인요리 쌀 2컵 날치알 100g
채소초밥,밥 죽 스프,일본,메인요리,밥 1공기 팽이버섯 20g 브로콜리 20g 김 1장,채소초밥 밥 죽 스프 일본 메인요리 밥 1공기 팽이버섯 20g 브로콜리 20g 김 1장
